file,n_articles,citations_total
../data/raw/25309.jsonl.gz,2,206
../data/raw/2531.jsonl.gz,16,12
../data/raw/25310.jsonl.gz,0,0
../data/raw/25311.jsonl.gz,0,0
../data/raw/25312.jsonl.gz,2,184
../data/raw/25313.jsonl.gz,1,42
../data/raw/25314.jsonl.gz,1,118
../data/raw/25315.jsonl.gz,1,436
../data/raw/25316.jsonl.gz,10,925
../data/raw/25317.jsonl.gz,6,531
../data/raw/25318.jsonl.gz,6,439
../data/raw/25319.jsonl.gz,11,563
../data/raw/2532.jsonl.gz,23,47
../data/raw/25320.jsonl.gz,2,73
../data/raw/25321.jsonl.gz,1,5
../data/raw/25322.jsonl.gz,15,1031
../data/raw/25323.jsonl.gz,2,74
../data/raw/25324.jsonl.gz,1,23
../data/raw/25325.jsonl.gz,10,612
../data/raw/25326.jsonl.gz,5,488
../data/raw/25327.jsonl.gz,5,671
../data/raw/25328.jsonl.gz,1,228
../data/raw/25329.jsonl.gz,10,717
../data/raw/2533.jsonl.gz,18,20
../data/raw/25330.jsonl.gz,40,4391
../data/raw/25331.jsonl.gz,7,600
../data/raw/25332.jsonl.gz,11,785
../data/raw/25333.jsonl.gz,13,1574
../data/raw/25334.jsonl.gz,7,346
../data/raw/25335.jsonl.gz,37,5169
../data/raw/25336.jsonl.gz,19,1151
../data/raw/25337.jsonl.gz,21,3636
../data/raw/25338.jsonl.gz,9,750
../data/raw/25339.jsonl.gz,0,0
../data/raw/2534.jsonl.gz,0,0
../data/raw/25340.jsonl.gz,2,86
../data/raw/25341.jsonl.gz,9,724
../data/raw/25342.jsonl.gz,3,48
../data/raw/25343.jsonl.gz,6,282
../data/raw/25344.jsonl.gz,0,0
../data/raw/25345.jsonl.gz,6,292
../data/raw/25346.jsonl.gz,3,214
../data/raw/25347.jsonl.gz,1,48
../data/raw/25348.jsonl.gz,21,3806
../data/raw/25349.jsonl.gz,16,1732
../data/raw/2535.jsonl.gz,2,0
../data/raw/25350.jsonl.gz,24,2960
../data/raw/25351.jsonl.gz,19,2020
../data/raw/25352.jsonl.gz,15,985
../data/raw/25353.jsonl.gz,16,1662
../data/raw/25354.jsonl.gz,10,1258
../data/raw/25355.jsonl.gz,4,158
../data/raw/25356.jsonl.gz,13,1593
../data/raw/25357.jsonl.gz,11,1100
../data/raw/25358.jsonl.gz,14,1270
../data/raw/25359.jsonl.gz,3,150
../data/raw/2536.jsonl.gz,1,0
../data/raw/25360.jsonl.gz,3,108
../data/raw/25361.jsonl.gz,0,0
../data/raw/25362.jsonl.gz,0,0
../data/raw/25363.jsonl.gz,0,0
../data/raw/25364.jsonl.gz,7,378
../data/raw/25365.jsonl.gz,0,0
../data/raw/25366.jsonl.gz,8,548
../data/raw/25367.jsonl.gz,2,157
../data/raw/25368.jsonl.gz,15,1566
../data/raw/25369.jsonl.gz,5,1189
../data/raw/2537.jsonl.gz,0,0
../data/raw/25370.jsonl.gz,1,10
../data/raw/25371.jsonl.gz,6,606
../data/raw/25372.jsonl.gz,2,165
../data/raw/25373.jsonl.gz,7,389
../data/raw/25374.jsonl.gz,11,757
../data/raw/25375.jsonl.gz,11,1356
../data/raw/25376.jsonl.gz,15,1492
../data/raw/25377.jsonl.gz,18,1718
../data/raw/25378.jsonl.gz,8,469
../data/raw/25379.jsonl.gz,11,420
../data/raw/2538.jsonl.gz,10,2
../data/raw/25380.jsonl.gz,11,729
../data/raw/25381.jsonl.gz,6,594
../data/raw/25382.jsonl.gz,8,610
../data/raw/25383.jsonl.gz,8,521
../data/raw/25384.jsonl.gz,8,1646
../data/raw/25385.jsonl.gz,16,1487
../data/raw/25386.jsonl.gz,31,3412
../data/raw/25387.jsonl.gz,85,9038
../data/raw/25388.jsonl.gz,101,9978
../data/raw/25389.jsonl.gz,29,3128
../data/raw/2539.jsonl.gz,19,24
../data/raw/25390.jsonl.gz,31,2772
../data/raw/25391.jsonl.gz,20,1947
../data/raw/25392.jsonl.gz,18,2432
../data/raw/25393.jsonl.gz,30,2609
../data/raw/25394.jsonl.gz,27,4117
../data/raw/25395.jsonl.gz,6,1230
../data/raw/25396.jsonl.gz,15,989
../data/raw/25397.jsonl.gz,8,429
../data/raw/25398.jsonl.gz,13,1495
../data/raw/25399.jsonl.gz,10,821
../data/raw/254.jsonl.gz,7,0
../data/raw/2540.jsonl.gz,9,2
../data/raw/25400.jsonl.gz,22,2684
../data/raw/25401.jsonl.gz,18,1795
../data/raw/25402.jsonl.gz,10,1268
../data/raw/25403.jsonl.gz,12,1786
../data/raw/25404.jsonl.gz,13,1102
../data/raw/25405.jsonl.gz,6,706
../data/raw/25406.jsonl.gz,8,632
../data/raw/25407.jsonl.gz,4,372
../data/raw/25408.jsonl.gz,5,208
../data/raw/25409.jsonl.gz,5,218
../data/raw/2541.jsonl.gz,17,26
../data/raw/25410.jsonl.gz,5,245
../data/raw/25411.jsonl.gz,11,876
../data/raw/25412.jsonl.gz,3,497
../data/raw/25413.jsonl.gz,0,0
../data/raw/25414.jsonl.gz,9,894
../data/raw/25415.jsonl.gz,4,231
../data/raw/25416.jsonl.gz,4,744
../data/raw/25417.jsonl.gz,1,28
../data/raw/25418.jsonl.gz,2,98
../data/raw/25419.jsonl.gz,18,807
../data/raw/2542.jsonl.gz,8,2
../data/raw/25420.jsonl.gz,23,1600
../data/raw/25421.jsonl.gz,14,777
../data/raw/25422.jsonl.gz,12,1550
../data/raw/25423.jsonl.gz,13,2492
../data/raw/25424.jsonl.gz,8,924
../data/raw/25425.jsonl.gz,11,1308
../data/raw/25426.jsonl.gz,26,2972
../data/raw/25427.jsonl.gz,5,342
../data/raw/25428.jsonl.gz,18,1536
../data/raw/25429.jsonl.gz,11,860
../data/raw/2543.jsonl.gz,5,5
../data/raw/25430.jsonl.gz,13,1217
../data/raw/25431.jsonl.gz,14,4253
../data/raw/25432.jsonl.gz,9,577
../data/raw/25433.jsonl.gz,20,1551
../data/raw/25434.jsonl.gz,54,4872
../data/raw/25435.jsonl.gz,17,1150
../data/raw/25436.jsonl.gz,7,328
../data/raw/25437.jsonl.gz,10,663
../data/raw/25438.jsonl.gz,12,747
../data/raw/25439.jsonl.gz,23,1416
../data/raw/2544.jsonl.gz,4,0
../data/raw/25440.jsonl.gz,28,3428
../data/raw/25441.jsonl.gz,23,1503
../data/raw/25442.jsonl.gz,17,1210
../data/raw/25443.jsonl.gz,21,1721
../data/raw/25444.jsonl.gz,15,861
../data/raw/25445.jsonl.gz,8,325
../data/raw/25446.jsonl.gz,13,1009
../data/raw/25447.jsonl.gz,4,438
../data/raw/25448.jsonl.gz,21,2872
../data/raw/25449.jsonl.gz,31,1982
../data/raw/2545.jsonl.gz,12,9
../data/raw/25450.jsonl.gz,13,922
../data/raw/25451.jsonl.gz,17,856
../data/raw/25452.jsonl.gz,19,1375
../data/raw/25453.jsonl.gz,15,1203
../data/raw/25454.jsonl.gz,8,445
../data/raw/25455.jsonl.gz,18,1168
../data/raw/25456.jsonl.gz,18,1065
../data/raw/25457.jsonl.gz,12,549
../data/raw/25458.jsonl.gz,13,847
../data/raw/25459.jsonl.gz,14,1919
../data/raw/2546.jsonl.gz,9,6
../data/raw/25460.jsonl.gz,18,1911
../data/raw/25461.jsonl.gz,14,1831
../data/raw/25462.jsonl.gz,4,490
../data/raw/25463.jsonl.gz,3,324
../data/raw/25464.jsonl.gz,13,881
../data/raw/25465.jsonl.gz,11,2987
../data/raw/25466.jsonl.gz,8,822
../data/raw/25467.jsonl.gz,11,833
../data/raw/25468.jsonl.gz,15,2484
../data/raw/25469.jsonl.gz,6,490
../data/raw/2547.jsonl.gz,35,20
../data/raw/25470.jsonl.gz,5,252
../data/raw/25471.jsonl.gz,7,688
../data/raw/25472.jsonl.gz,6,680
../data/raw/25473.jsonl.gz,5,870
../data/raw/25474.jsonl.gz,6,393
../data/raw/25475.jsonl.gz,6,712
../data/raw/25476.jsonl.gz,7,376
../data/raw/25477.jsonl.gz,7,494
../data/raw/25478.jsonl.gz,0,0
../data/raw/25479.jsonl.gz,0,0
../data/raw/2548.jsonl.gz,9,0
../data/raw/25480.jsonl.gz,0,0
../data/raw/25481.jsonl.gz,4,607
../data/raw/25482.jsonl.gz,6,1376
../data/raw/25483.jsonl.gz,4,506
../data/raw/25484.jsonl.gz,24,1742
../data/raw/25485.jsonl.gz,9,312
../data/raw/25486.jsonl.gz,21,2056
../data/raw/25487.jsonl.gz,47,4399
../data/raw/25488.jsonl.gz,13,1805
../data/raw/25489.jsonl.gz,0,0
../data/raw/2549.jsonl.gz,19,32
../data/raw/25490.jsonl.gz,0,0
../data/raw/25491.jsonl.gz,1,58
../data/raw/25492.jsonl.gz,2,109
../data/raw/25493.jsonl.gz,0,0
../data/raw/25494.jsonl.gz,0,0
../data/raw/25495.jsonl.gz,1,33
../data/raw/25496.jsonl.gz,0,0
../data/raw/25497.jsonl.gz,2,50
../data/raw/25498.jsonl.gz,0,0
../data/raw/25499.jsonl.gz,3,74
../data/raw/255.jsonl.gz,9,0
../data/raw/2550.jsonl.gz,18,3
../data/raw/25500.jsonl.gz,7,1450
../data/raw/25501.jsonl.gz,3,254
../data/raw/25502.jsonl.gz,8,858
../data/raw/25503.jsonl.gz,3,258
../data/raw/25504.jsonl.gz,7,1088
../data/raw/25505.jsonl.gz,13,739
../data/raw/25506.jsonl.gz,31,2321
../data/raw/25507.jsonl.gz,13,755
../data/raw/25508.jsonl.gz,1,93
../data/raw/25509.jsonl.gz,1,30
../data/raw/2551.jsonl.gz,20,28
../data/raw/25510.jsonl.gz,6,282
../data/raw/25511.jsonl.gz,6,582
../data/raw/25512.jsonl.gz,1,14
../data/raw/25513.jsonl.gz,6,848
../data/raw/25514.jsonl.gz,6,508
../data/raw/25515.jsonl.gz,4,87
../data/raw/25516.jsonl.gz,5,822
../data/raw/25517.jsonl.gz,2,104
../data/raw/25518.jsonl.gz,5,588
../data/raw/25519.jsonl.gz,9,705
../data/raw/2552.jsonl.gz,21,12
../data/raw/25520.jsonl.gz,2,120
../data/raw/25521.jsonl.gz,3,137
../data/raw/25522.jsonl.gz,2,62
../data/raw/25523.jsonl.gz,5,316
../data/raw/25524.jsonl.gz,3,337
../data/raw/25525.jsonl.gz,0,0
../data/raw/25526.jsonl.gz,6,429
../data/raw/25527.jsonl.gz,4,972
../data/raw/25528.jsonl.gz,4,394
../data/raw/25529.jsonl.gz,3,496
../data/raw/2553.jsonl.gz,27,24
../data/raw/25530.jsonl.gz,1,0
../data/raw/25531.jsonl.gz,5,420
../data/raw/25532.jsonl.gz,7,974
../data/raw/25533.jsonl.gz,7,448
../data/raw/25534.jsonl.gz,14,1404
../data/raw/25535.jsonl.gz,6,349
../data/raw/25536.jsonl.gz,7,650
../data/raw/25537.jsonl.gz,20,2354
../data/raw/25538.jsonl.gz,7,806
../data/raw/25539.jsonl.gz,13,1178
../data/raw/2554.jsonl.gz,11,16
../data/raw/25540.jsonl.gz,15,1856
../data/raw/25541.jsonl.gz,8,313
../data/raw/25542.jsonl.gz,3,307
../data/raw/25543.jsonl.gz,4,138
../data/raw/25544.jsonl.gz,4,296
../data/raw/25545.jsonl.gz,5,246
../data/raw/25546.jsonl.gz,6,604
../data/raw/25547.jsonl.gz,1,88
../data/raw/25548.jsonl.gz,4,161
../data/raw/25549.jsonl.gz,17,643
../data/raw/2555.jsonl.gz,20,3
../data/raw/25550.jsonl.gz,22,2069
../data/raw/25551.jsonl.gz,20,1415
../data/raw/25552.jsonl.gz,6,834
../data/raw/25553.jsonl.gz,6,911
../data/raw/25554.jsonl.gz,14,860
../data/raw/25555.jsonl.gz,14,1388
../data/raw/25556.jsonl.gz,8,1052
../data/raw/25557.jsonl.gz,13,668
../data/raw/25558.jsonl.gz,12,1188
../data/raw/25559.jsonl.gz,16,2204
../data/raw/2556.jsonl.gz,16,18
../data/raw/25560.jsonl.gz,13,1028
../data/raw/25561.jsonl.gz,14,1888
../data/raw/25562.jsonl.gz,5,632
../data/raw/25563.jsonl.gz,19,2735
../data/raw/25564.jsonl.gz,14,4062
../data/raw/25565.jsonl.gz,8,704
../data/raw/25566.jsonl.gz,15,1493
../data/raw/25567.jsonl.gz,21,2029
../data/raw/25568.jsonl.gz,27,1962
../data/raw/25569.jsonl.gz,3,184
../data/raw/2557.jsonl.gz,14,18
../data/raw/25570.jsonl.gz,0,0
../data/raw/25571.jsonl.gz,3,710
../data/raw/25572.jsonl.gz,10,591
../data/raw/25573.jsonl.gz,13,1445
../data/raw/25574.jsonl.gz,13,1078
../data/raw/25575.jsonl.gz,3,296
../data/raw/25576.jsonl.gz,7,293
../data/raw/25577.jsonl.gz,8,1010
../data/raw/25578.jsonl.gz,15,1107
../data/raw/25579.jsonl.gz,6,503
../data/raw/2558.jsonl.gz,18,26
../data/raw/25580.jsonl.gz,8,718
../data/raw/25581.jsonl.gz,8,1193
../data/raw/25582.jsonl.gz,8,834
../data/raw/25583.jsonl.gz,7,558
../data/raw/25584.jsonl.gz,9,1165
../data/raw/25585.jsonl.gz,9,926
../data/raw/25586.jsonl.gz,5,367
../data/raw/25587.jsonl.gz,9,622
../data/raw/25588.jsonl.gz,9,1092
../data/raw/25589.jsonl.gz,11,900
../data/raw/2559.jsonl.gz,20,10
../data/raw/25590.jsonl.gz,6,297
../data/raw/25591.jsonl.gz,4,416
../data/raw/25592.jsonl.gz,14,859
../data/raw/25593.jsonl.gz,15,846
../data/raw/25594.jsonl.gz,18,1704
../data/raw/25595.jsonl.gz,1,94
../data/raw/25596.jsonl.gz,1,35
../data/raw/25597.jsonl.gz,4,143
../data/raw/25598.jsonl.gz,6,377
../data/raw/25599.jsonl.gz,12,1508
../data/raw/256.jsonl.gz,4,0
../data/raw/2560.jsonl.gz,10,2
../data/raw/25600.jsonl.gz,10,716
../data/raw/25601.jsonl.gz,13,1112
../data/raw/25602.jsonl.gz,8,621
../data/raw/25603.jsonl.gz,12,756
../data/raw/25604.jsonl.gz,10,663
../data/raw/25605.jsonl.gz,12,1075
../data/raw/25606.jsonl.gz,16,2310
../data/raw/25607.jsonl.gz,0,0
../data/raw/25608.jsonl.gz,9,1001
../data/raw/25609.jsonl.gz,22,5039
../data/raw/2561.jsonl.gz,16,20
../data/raw/25610.jsonl.gz,13,1089
../data/raw/25611.jsonl.gz,27,3618
../data/raw/25612.jsonl.gz,6,547
../data/raw/25613.jsonl.gz,5,598
../data/raw/25614.jsonl.gz,5,197
../data/raw/25615.jsonl.gz,2,74
../data/raw/25616.jsonl.gz,0,0
../data/raw/25617.jsonl.gz,1,0
../data/raw/25618.jsonl.gz,2,114
../data/raw/25619.jsonl.gz,4,466
../data/raw/2562.jsonl.gz,6,8
../data/raw/25620.jsonl.gz,1,27
../data/raw/25621.jsonl.gz,2,38
../data/raw/25622.jsonl.gz,0,0
../data/raw/25623.jsonl.gz,1,20
../data/raw/25624.jsonl.gz,1,15
../data/raw/25625.jsonl.gz,6,558
../data/raw/25626.jsonl.gz,16,1934
../data/raw/25627.jsonl.gz,9,934
../data/raw/25628.jsonl.gz,7,596
../data/raw/25629.jsonl.gz,10,793
../data/raw/2563.jsonl.gz,0,0
../data/raw/25630.jsonl.gz,18,1638
../data/raw/25631.jsonl.gz,16,2404
../data/raw/25632.jsonl.gz,15,1713
../data/raw/25633.jsonl.gz,5,110
../data/raw/25634.jsonl.gz,8,712
../data/raw/25635.jsonl.gz,13,1247
../data/raw/25636.jsonl.gz,14,1432
../data/raw/25637.jsonl.gz,9,1008
../data/raw/25638.jsonl.gz,8,1294
../data/raw/25639.jsonl.gz,7,974
../data/raw/2564.jsonl.gz,10,10
../data/raw/25640.jsonl.gz,0,0
../data/raw/25641.jsonl.gz,1,98
../data/raw/25642.jsonl.gz,4,218
../data/raw/25643.jsonl.gz,8,390
../data/raw/25644.jsonl.gz,5,644
../data/raw/25645.jsonl.gz,2,198
../data/raw/25646.jsonl.gz,4,1264
../data/raw/25647.jsonl.gz,3,216
../data/raw/25648.jsonl.gz,3,168
../data/raw/25649.jsonl.gz,3,176
../data/raw/2565.jsonl.gz,15,11
../data/raw/25650.jsonl.gz,2,155
../data/raw/25651.jsonl.gz,1,105
../data/raw/25652.jsonl.gz,1,248
../data/raw/25653.jsonl.gz,1,186
../data/raw/25654.jsonl.gz,8,880
../data/raw/25655.jsonl.gz,4,384
../data/raw/25656.jsonl.gz,6,497
../data/raw/25657.jsonl.gz,15,2622
../data/raw/25658.jsonl.gz,5,500
../data/raw/25659.jsonl.gz,5,688
../data/raw/2566.jsonl.gz,31,29
../data/raw/25660.jsonl.gz,6,946
../data/raw/25661.jsonl.gz,13,2736
../data/raw/25662.jsonl.gz,11,1088
../data/raw/25663.jsonl.gz,15,722
../data/raw/25664.jsonl.gz,22,2028
../data/raw/25665.jsonl.gz,12,1117
../data/raw/25666.jsonl.gz,6,459
../data/raw/25667.jsonl.gz,2,48
../data/raw/25668.jsonl.gz,5,288
../data/raw/25669.jsonl.gz,4,107
../data/raw/2567.jsonl.gz,11,14
../data/raw/25670.jsonl.gz,4,392
../data/raw/25671.jsonl.gz,10,845
../data/raw/25672.jsonl.gz,6,298
../data/raw/25673.jsonl.gz,4,128
../data/raw/25674.jsonl.gz,3,298
../data/raw/25675.jsonl.gz,0,0
../data/raw/25676.jsonl.gz,0,0
../data/raw/25677.jsonl.gz,0,0
../data/raw/25678.jsonl.gz,0,0
../data/raw/25679.jsonl.gz,0,0
../data/raw/2568.jsonl.gz,18,8
../data/raw/25680.jsonl.gz,0,0
../data/raw/25681.jsonl.gz,1,58
../data/raw/25682.jsonl.gz,1,182
../data/raw/25683.jsonl.gz,0,0
../data/raw/25684.jsonl.gz,0,0
../data/raw/25685.jsonl.gz,0,0
../data/raw/25686.jsonl.gz,0,0
../data/raw/25687.jsonl.gz,2,290
../data/raw/25688.jsonl.gz,0,0
../data/raw/25689.jsonl.gz,0,0
../data/raw/2569.jsonl.gz,14,0
../data/raw/25690.jsonl.gz,0,0
../data/raw/25691.jsonl.gz,0,0
../data/raw/25692.jsonl.gz,0,0
../data/raw/25693.jsonl.gz,0,0
../data/raw/25694.jsonl.gz,0,0
../data/raw/25695.jsonl.gz,0,0
../data/raw/25696.jsonl.gz,0,0
../data/raw/25697.jsonl.gz,1,114
../data/raw/25698.jsonl.gz,0,0
../data/raw/25699.jsonl.gz,11,1158
../data/raw/257.jsonl.gz,7,0
../data/raw/2570.jsonl.gz,9,9
../data/raw/25700.jsonl.gz,11,1493
../data/raw/25701.jsonl.gz,10,1346
../data/raw/25702.jsonl.gz,13,1512
../data/raw/25703.jsonl.gz,13,1954
../data/raw/25704.jsonl.gz,6,536
../data/raw/25705.jsonl.gz,7,898
../data/raw/25706.jsonl.gz,8,876
../data/raw/25707.jsonl.gz,2,84
../data/raw/25708.jsonl.gz,11,708
../data/raw/25709.jsonl.gz,16,2071
../data/raw/2571.jsonl.gz,4,1
../data/raw/25710.jsonl.gz,7,648
../data/raw/25711.jsonl.gz,4,533
../data/raw/25712.jsonl.gz,2,228
../data/raw/25713.jsonl.gz,0,0
../data/raw/25714.jsonl.gz,0,0
../data/raw/25715.jsonl.gz,5,186
../data/raw/25716.jsonl.gz,9,1131
../data/raw/25717.jsonl.gz,5,970
../data/raw/25718.jsonl.gz,9,808
../data/raw/25719.jsonl.gz,14,1818
../data/raw/2572.jsonl.gz,4,0
../data/raw/25720.jsonl.gz,4,460
../data/raw/25721.jsonl.gz,14,1409
../data/raw/25722.jsonl.gz,25,4255
../data/raw/25723.jsonl.gz,8,852
../data/raw/25724.jsonl.gz,8,1404
../data/raw/25725.jsonl.gz,2,44
../data/raw/25726.jsonl.gz,3,144
../data/raw/25727.jsonl.gz,0,0
../data/raw/25728.jsonl.gz,2,156
../data/raw/25729.jsonl.gz,1,35
../data/raw/2573.jsonl.gz,2,1
../data/raw/25730.jsonl.gz,0,0
../data/raw/25731.jsonl.gz,0,0
../data/raw/25732.jsonl.gz,0,0
../data/raw/25733.jsonl.gz,3,193
../data/raw/25734.jsonl.gz,14,1542
../data/raw/25735.jsonl.gz,7,903
../data/raw/25736.jsonl.gz,6,451
../data/raw/25737.jsonl.gz,18,2149
../data/raw/25738.jsonl.gz,17,1782
../data/raw/25739.jsonl.gz,2,112
../data/raw/2574.jsonl.gz,5,2
../data/raw/25740.jsonl.gz,5,709
../data/raw/25741.jsonl.gz,9,608
../data/raw/25742.jsonl.gz,12,1547
../data/raw/25743.jsonl.gz,6,1471
../data/raw/25744.jsonl.gz,12,1935
../data/raw/25745.jsonl.gz,14,1612
../data/raw/25746.jsonl.gz,3,85
../data/raw/25747.jsonl.gz,5,265
../data/raw/25748.jsonl.gz,9,565
../data/raw/25749.jsonl.gz,3,62
../data/raw/2575.jsonl.gz,8,0
../data/raw/25750.jsonl.gz,4,205
../data/raw/25751.jsonl.gz,3,182
../data/raw/25752.jsonl.gz,2,308
../data/raw/25753.jsonl.gz,16,1600
../data/raw/25754.jsonl.gz,16,2212
../data/raw/25755.jsonl.gz,27,1705
../data/raw/25756.jsonl.gz,9,924
../data/raw/25757.jsonl.gz,5,627
../data/raw/25758.jsonl.gz,7,401
../data/raw/25759.jsonl.gz,11,1318
../data/raw/2576.jsonl.gz,17,57
../data/raw/25760.jsonl.gz,6,654
../data/raw/25761.jsonl.gz,9,7090
../data/raw/25762.jsonl.gz,20,2489
../data/raw/25763.jsonl.gz,6,747
../data/raw/25764.jsonl.gz,11,1933
../data/raw/25765.jsonl.gz,5,534
../data/raw/25766.jsonl.gz,2,658
../data/raw/25767.jsonl.gz,3,242
../data/raw/25768.jsonl.gz,2,138
../data/raw/25769.jsonl.gz,4,460
../data/raw/2577.jsonl.gz,12,22
../data/raw/25770.jsonl.gz,3,142
../data/raw/25771.jsonl.gz,2,74
../data/raw/25772.jsonl.gz,7,899
../data/raw/25773.jsonl.gz,5,398
../data/raw/25774.jsonl.gz,5,468
../data/raw/25775.jsonl.gz,7,691
../data/raw/25776.jsonl.gz,5,484
../data/raw/25777.jsonl.gz,3,282
../data/raw/25778.jsonl.gz,0,0
../data/raw/25779.jsonl.gz,3,281
../data/raw/2578.jsonl.gz,23,16
../data/raw/25780.jsonl.gz,3,249
../data/raw/25781.jsonl.gz,5,230
../data/raw/25782.jsonl.gz,17,1397
../data/raw/25783.jsonl.gz,27,1985
../data/raw/25784.jsonl.gz,19,1738
../data/raw/25785.jsonl.gz,31,2482
../data/raw/25786.jsonl.gz,10,1391
../data/raw/25787.jsonl.gz,8,494
../data/raw/25788.jsonl.gz,13,752
../data/raw/25789.jsonl.gz,0,0
../data/raw/2579.jsonl.gz,7,4
../data/raw/25790.jsonl.gz,7,562
../data/raw/25791.jsonl.gz,12,1882
../data/raw/25792.jsonl.gz,3,344
../data/raw/25793.jsonl.gz,4,369
../data/raw/25794.jsonl.gz,16,1006
../data/raw/25795.jsonl.gz,10,1365
../data/raw/25796.jsonl.gz,13,1271
../data/raw/25797.jsonl.gz,5,704
../data/raw/25798.jsonl.gz,15,1335
../data/raw/25799.jsonl.gz,10,440
../data/raw/258.jsonl.gz,15,0
../data/raw/2580.jsonl.gz,11,11
../data/raw/25800.jsonl.gz,5,945
../data/raw/25801.jsonl.gz,7,1132
../data/raw/25802.jsonl.gz,15,1574
../data/raw/25803.jsonl.gz,19,1569
../data/raw/25804.jsonl.gz,16,2401
../data/raw/25805.jsonl.gz,14,2404
../data/raw/25806.jsonl.gz,9,1042
../data/raw/25807.jsonl.gz,4,251
../data/raw/25808.jsonl.gz,8,953
../data/raw/25809.jsonl.gz,9,1028
../data/raw/2581.jsonl.gz,32,18
../data/raw/25810.jsonl.gz,12,883
../data/raw/25811.jsonl.gz,11,630
../data/raw/25812.jsonl.gz,19,1656
../data/raw/25813.jsonl.gz,11,1276
../data/raw/25814.jsonl.gz,3,60
../data/raw/25815.jsonl.gz,4,359
../data/raw/25816.jsonl.gz,2,74
../data/raw/25817.jsonl.gz,2,244
../data/raw/25818.jsonl.gz,3,192
../data/raw/25819.jsonl.gz,2,73
../data/raw/2582.jsonl.gz,20,7
../data/raw/25820.jsonl.gz,7,506
../data/raw/25821.jsonl.gz,7,632
../data/raw/25822.jsonl.gz,4,320
../data/raw/25823.jsonl.gz,3,340
../data/raw/25824.jsonl.gz,4,838
../data/raw/25825.jsonl.gz,10,876
../data/raw/25826.jsonl.gz,10,779
../data/raw/25827.jsonl.gz,10,1396
../data/raw/25828.jsonl.gz,4,247
../data/raw/25829.jsonl.gz,5,1287
../data/raw/2583.jsonl.gz,30,11
../data/raw/25830.jsonl.gz,9,956
../data/raw/25831.jsonl.gz,8,324
../data/raw/25832.jsonl.gz,40,2362
../data/raw/25833.jsonl.gz,21,2243
../data/raw/25834.jsonl.gz,26,2196
../data/raw/25835.jsonl.gz,0,0
../data/raw/25836.jsonl.gz,0,0
../data/raw/25837.jsonl.gz,0,0
../data/raw/25838.jsonl.gz,0,0
../data/raw/25839.jsonl.gz,0,0
../data/raw/2584.jsonl.gz,12,3
../data/raw/25840.jsonl.gz,0,0
../data/raw/25841.jsonl.gz,4,330
../data/raw/25842.jsonl.gz,8,600
../data/raw/25843.jsonl.gz,8,1257
../data/raw/25844.jsonl.gz,15,3558
../data/raw/25845.jsonl.gz,15,1615
../data/raw/25846.jsonl.gz,10,1238
../data/raw/25847.jsonl.gz,13,1833
../data/raw/25848.jsonl.gz,4,125
../data/raw/25849.jsonl.gz,11,934
../data/raw/2585.jsonl.gz,51,43
../data/raw/25850.jsonl.gz,11,1096
../data/raw/25851.jsonl.gz,12,1968
../data/raw/25852.jsonl.gz,1,42
../data/raw/25853.jsonl.gz,7,250
../data/raw/25854.jsonl.gz,8,1218
../data/raw/25855.jsonl.gz,7,1278
../data/raw/25856.jsonl.gz,10,1666
../data/raw/25857.jsonl.gz,7,548
../data/raw/25858.jsonl.gz,9,1574
../data/raw/25859.jsonl.gz,7,238
../data/raw/2586.jsonl.gz,22,12
../data/raw/25860.jsonl.gz,5,60
../data/raw/25861.jsonl.gz,13,746
../data/raw/25862.jsonl.gz,13,1296
../data/raw/25863.jsonl.gz,20,1898
../data/raw/25864.jsonl.gz,16,3560
../data/raw/25865.jsonl.gz,4,484
../data/raw/25866.jsonl.gz,9,740
../data/raw/25867.jsonl.gz,0,0
../data/raw/25868.jsonl.gz,1,28
../data/raw/25869.jsonl.gz,1,141
../data/raw/2587.jsonl.gz,39,64
../data/raw/25870.jsonl.gz,1,10
../data/raw/25871.jsonl.gz,0,0
../data/raw/25872.jsonl.gz,13,1266
../data/raw/25873.jsonl.gz,7,1718
../data/raw/25874.jsonl.gz,8,914
../data/raw/25875.jsonl.gz,25,2601
../data/raw/25876.jsonl.gz,22,1798
../data/raw/25877.jsonl.gz,18,2327
../data/raw/25878.jsonl.gz,12,1124
../data/raw/25879.jsonl.gz,13,1605
../data/raw/2588.jsonl.gz,15,19
../data/raw/25880.jsonl.gz,22,4441
../data/raw/25881.jsonl.gz,10,1125
../data/raw/25882.jsonl.gz,13,2040
../data/raw/25883.jsonl.gz,12,2042
../data/raw/25884.jsonl.gz,14,843
../data/raw/25885.jsonl.gz,9,702
../data/raw/25886.jsonl.gz,14,1540
../data/raw/25887.jsonl.gz,5,205
../data/raw/25888.jsonl.gz,4,375
../data/raw/25889.jsonl.gz,11,892
../data/raw/2589.jsonl.gz,13,14
../data/raw/25890.jsonl.gz,22,1790
../data/raw/25891.jsonl.gz,10,624
../data/raw/25892.jsonl.gz,9,853
../data/raw/25893.jsonl.gz,11,1485
../data/raw/25894.jsonl.gz,8,628
../data/raw/25895.jsonl.gz,12,1587
../data/raw/25896.jsonl.gz,15,1392
../data/raw/25897.jsonl.gz,11,679
../data/raw/25898.jsonl.gz,6,1102
../data/raw/25899.jsonl.gz,6,605
../data/raw/259.jsonl.gz,6,0
