file,n_articles,citations_total
../data/raw/16053.jsonl.gz,10,378
../data/raw/16054.jsonl.gz,22,992
../data/raw/16055.jsonl.gz,21,1110
../data/raw/16056.jsonl.gz,9,241
../data/raw/16057.jsonl.gz,30,2097
../data/raw/16058.jsonl.gz,29,1172
../data/raw/16059.jsonl.gz,44,1731
../data/raw/1606.jsonl.gz,17,1
../data/raw/16060.jsonl.gz,0,0
../data/raw/16061.jsonl.gz,8,410
../data/raw/16062.jsonl.gz,8,460
../data/raw/16063.jsonl.gz,8,234
../data/raw/16064.jsonl.gz,13,762
../data/raw/16065.jsonl.gz,18,1083
../data/raw/16066.jsonl.gz,16,659
../data/raw/16067.jsonl.gz,8,199
../data/raw/16068.jsonl.gz,7,521
../data/raw/16069.jsonl.gz,21,2084
../data/raw/1607.jsonl.gz,7,0
../data/raw/16070.jsonl.gz,18,834
../data/raw/16071.jsonl.gz,54,2841
../data/raw/16072.jsonl.gz,19,948
../data/raw/16073.jsonl.gz,10,93
../data/raw/16074.jsonl.gz,33,1335
../data/raw/16075.jsonl.gz,48,2056
../data/raw/16076.jsonl.gz,68,3659
../data/raw/16077.jsonl.gz,30,1100
../data/raw/16078.jsonl.gz,19,714
../data/raw/16079.jsonl.gz,22,849
../data/raw/1608.jsonl.gz,0,0
../data/raw/16080.jsonl.gz,6,218
../data/raw/16081.jsonl.gz,3,18
../data/raw/16082.jsonl.gz,0,0
../data/raw/16083.jsonl.gz,0,0
../data/raw/16084.jsonl.gz,17,517
../data/raw/16085.jsonl.gz,35,1837
../data/raw/16086.jsonl.gz,27,1061
../data/raw/16087.jsonl.gz,3,57
../data/raw/16088.jsonl.gz,3,24
../data/raw/16089.jsonl.gz,17,781
../data/raw/1609.jsonl.gz,0,0
../data/raw/16090.jsonl.gz,2,68
../data/raw/16091.jsonl.gz,30,1288
../data/raw/16092.jsonl.gz,26,1083
../data/raw/16093.jsonl.gz,27,1570
../data/raw/16094.jsonl.gz,31,1446
../data/raw/16095.jsonl.gz,6,97
../data/raw/16096.jsonl.gz,58,3966
../data/raw/16097.jsonl.gz,3,60
../data/raw/16098.jsonl.gz,1,46
../data/raw/16099.jsonl.gz,2,116
../data/raw/161.jsonl.gz,0,0
../data/raw/1610.jsonl.gz,0,0
../data/raw/16100.jsonl.gz,1,259
../data/raw/16101.jsonl.gz,11,583
../data/raw/16102.jsonl.gz,25,1445
../data/raw/16103.jsonl.gz,2,19
../data/raw/16104.jsonl.gz,16,481
../data/raw/16105.jsonl.gz,18,835
../data/raw/16106.jsonl.gz,4,75
../data/raw/16107.jsonl.gz,2,93
../data/raw/16108.jsonl.gz,4,135
../data/raw/16109.jsonl.gz,0,0
../data/raw/1611.jsonl.gz,6,0
../data/raw/16110.jsonl.gz,0,0
../data/raw/16111.jsonl.gz,1,9
../data/raw/16112.jsonl.gz,0,0
../data/raw/16113.jsonl.gz,2,35
../data/raw/16114.jsonl.gz,9,272
../data/raw/16115.jsonl.gz,18,824
../data/raw/16116.jsonl.gz,19,833
../data/raw/16117.jsonl.gz,33,1172
../data/raw/16118.jsonl.gz,19,729
../data/raw/16119.jsonl.gz,1,6
../data/raw/1612.jsonl.gz,4,0
../data/raw/16120.jsonl.gz,3,22
../data/raw/16121.jsonl.gz,1,0
../data/raw/16122.jsonl.gz,1,26
../data/raw/16123.jsonl.gz,24,1048
../data/raw/16124.jsonl.gz,1,10
../data/raw/16125.jsonl.gz,15,726
../data/raw/16126.jsonl.gz,18,1172
../data/raw/16127.jsonl.gz,28,973
../data/raw/16128.jsonl.gz,43,1922
../data/raw/16129.jsonl.gz,0,0
../data/raw/1613.jsonl.gz,5,0
../data/raw/16130.jsonl.gz,1,44
../data/raw/16131.jsonl.gz,1,8
../data/raw/16132.jsonl.gz,9,514
../data/raw/16133.jsonl.gz,21,1372
../data/raw/16134.jsonl.gz,6,303
../data/raw/16135.jsonl.gz,10,421
../data/raw/16136.jsonl.gz,18,1175
../data/raw/16137.jsonl.gz,1,17
../data/raw/16138.jsonl.gz,11,213
../data/raw/16139.jsonl.gz,44,2034
../data/raw/1614.jsonl.gz,8,0
../data/raw/16140.jsonl.gz,37,1654
../data/raw/16141.jsonl.gz,18,370
../data/raw/16142.jsonl.gz,67,3341
../data/raw/16143.jsonl.gz,5,316
../data/raw/16144.jsonl.gz,31,1470
../data/raw/16145.jsonl.gz,64,3433
../data/raw/16146.jsonl.gz,0,0
../data/raw/16147.jsonl.gz,4,49
../data/raw/16148.jsonl.gz,16,1096
../data/raw/16149.jsonl.gz,30,2103
../data/raw/1615.jsonl.gz,2,0
../data/raw/16150.jsonl.gz,25,875
../data/raw/16151.jsonl.gz,2,58
../data/raw/16152.jsonl.gz,2,30
../data/raw/16153.jsonl.gz,7,296
../data/raw/16154.jsonl.gz,25,633
../data/raw/16155.jsonl.gz,18,726
../data/raw/16156.jsonl.gz,14,1151
../data/raw/16157.jsonl.gz,16,711
../data/raw/16158.jsonl.gz,29,1141
../data/raw/16159.jsonl.gz,2,37
../data/raw/1616.jsonl.gz,9,1
../data/raw/16160.jsonl.gz,13,622
../data/raw/16161.jsonl.gz,13,483
../data/raw/16162.jsonl.gz,18,1066
../data/raw/16163.jsonl.gz,31,1994
../data/raw/16164.jsonl.gz,28,1530
../data/raw/16165.jsonl.gz,44,2505
../data/raw/16166.jsonl.gz,10,157
../data/raw/16167.jsonl.gz,30,1558
../data/raw/16168.jsonl.gz,50,2207
../data/raw/16169.jsonl.gz,24,846
../data/raw/1617.jsonl.gz,15,3
../data/raw/16170.jsonl.gz,22,981
../data/raw/16171.jsonl.gz,23,1206
../data/raw/16172.jsonl.gz,17,1210
../data/raw/16173.jsonl.gz,3,185
../data/raw/16174.jsonl.gz,31,2430
../data/raw/16175.jsonl.gz,29,1273
../data/raw/16176.jsonl.gz,28,1246
../data/raw/16177.jsonl.gz,25,961
../data/raw/16178.jsonl.gz,1,34
../data/raw/16179.jsonl.gz,22,896
../data/raw/1618.jsonl.gz,10,2
../data/raw/16180.jsonl.gz,27,1684
../data/raw/16181.jsonl.gz,1,95
../data/raw/16182.jsonl.gz,14,737
../data/raw/16183.jsonl.gz,5,292
../data/raw/16184.jsonl.gz,18,643
../data/raw/16185.jsonl.gz,51,2428
../data/raw/16186.jsonl.gz,1,51
../data/raw/16187.jsonl.gz,24,1002
../data/raw/16188.jsonl.gz,4,250
../data/raw/16189.jsonl.gz,25,1560
../data/raw/1619.jsonl.gz,7,1
../data/raw/16190.jsonl.gz,23,1064
../data/raw/16191.jsonl.gz,2,44
../data/raw/16192.jsonl.gz,43,1905
../data/raw/16193.jsonl.gz,38,2221
../data/raw/16194.jsonl.gz,1,80
../data/raw/16195.jsonl.gz,19,782
../data/raw/16196.jsonl.gz,11,712
../data/raw/16197.jsonl.gz,8,283
../data/raw/16198.jsonl.gz,0,0
../data/raw/16199.jsonl.gz,13,788
../data/raw/162.jsonl.gz,0,0
../data/raw/1620.jsonl.gz,3,0
../data/raw/16200.jsonl.gz,12,438
../data/raw/16201.jsonl.gz,1,18
../data/raw/16202.jsonl.gz,10,316
../data/raw/16203.jsonl.gz,14,1558
../data/raw/16204.jsonl.gz,22,812
../data/raw/16205.jsonl.gz,1,50
../data/raw/16206.jsonl.gz,12,486
../data/raw/16207.jsonl.gz,15,821
../data/raw/16208.jsonl.gz,10,272
../data/raw/16209.jsonl.gz,17,573
../data/raw/1621.jsonl.gz,10,0
../data/raw/16210.jsonl.gz,32,1515
../data/raw/16211.jsonl.gz,8,395
../data/raw/16212.jsonl.gz,14,426
../data/raw/16213.jsonl.gz,21,1045
../data/raw/16214.jsonl.gz,1,18
../data/raw/16215.jsonl.gz,0,0
../data/raw/16216.jsonl.gz,1,68
../data/raw/16217.jsonl.gz,3,236
../data/raw/16218.jsonl.gz,15,917
../data/raw/16219.jsonl.gz,10,438
../data/raw/1622.jsonl.gz,10,0
../data/raw/16220.jsonl.gz,29,2674
../data/raw/16221.jsonl.gz,3,89
../data/raw/16222.jsonl.gz,8,332
../data/raw/16223.jsonl.gz,7,149
../data/raw/16224.jsonl.gz,7,460
../data/raw/16225.jsonl.gz,0,0
../data/raw/16226.jsonl.gz,1,15
../data/raw/16227.jsonl.gz,0,0
../data/raw/16228.jsonl.gz,0,0
../data/raw/16229.jsonl.gz,0,0
../data/raw/1623.jsonl.gz,16,4
../data/raw/16230.jsonl.gz,4,96
../data/raw/16231.jsonl.gz,3,32
../data/raw/16232.jsonl.gz,68,3186
../data/raw/16233.jsonl.gz,61,3423
../data/raw/16234.jsonl.gz,44,1693
../data/raw/16235.jsonl.gz,3,39
../data/raw/16236.jsonl.gz,41,2404
../data/raw/16237.jsonl.gz,6,111
../data/raw/16238.jsonl.gz,0,0
../data/raw/16239.jsonl.gz,0,0
../data/raw/1624.jsonl.gz,16,1
../data/raw/16240.jsonl.gz,3,37
../data/raw/16241.jsonl.gz,3,98
../data/raw/16242.jsonl.gz,0,0
../data/raw/16243.jsonl.gz,0,0
../data/raw/16244.jsonl.gz,8,367
../data/raw/16245.jsonl.gz,2,20
../data/raw/16246.jsonl.gz,14,531
../data/raw/16247.jsonl.gz,13,480
../data/raw/16248.jsonl.gz,6,382
../data/raw/16249.jsonl.gz,3,117
../data/raw/1625.jsonl.gz,21,2
../data/raw/16250.jsonl.gz,9,312
../data/raw/16251.jsonl.gz,2,30
../data/raw/16252.jsonl.gz,2,112
../data/raw/16253.jsonl.gz,21,796
../data/raw/16254.jsonl.gz,14,647
../data/raw/16255.jsonl.gz,27,1053
../data/raw/16256.jsonl.gz,9,229
../data/raw/16257.jsonl.gz,40,2025
../data/raw/16258.jsonl.gz,34,1874
../data/raw/16259.jsonl.gz,26,1135
../data/raw/1626.jsonl.gz,16,0
../data/raw/16260.jsonl.gz,49,1831
../data/raw/16261.jsonl.gz,31,3121
../data/raw/16262.jsonl.gz,19,710
../data/raw/16263.jsonl.gz,9,357
../data/raw/16264.jsonl.gz,28,1347
../data/raw/16265.jsonl.gz,11,409
../data/raw/16266.jsonl.gz,34,1454
../data/raw/16267.jsonl.gz,15,774
../data/raw/16268.jsonl.gz,20,1053
../data/raw/16269.jsonl.gz,19,705
../data/raw/1627.jsonl.gz,11,0
../data/raw/16270.jsonl.gz,34,1542
../data/raw/16271.jsonl.gz,2,258
../data/raw/16272.jsonl.gz,11,724
../data/raw/16273.jsonl.gz,35,1647
../data/raw/16274.jsonl.gz,0,0
../data/raw/16275.jsonl.gz,0,0
../data/raw/16276.jsonl.gz,0,0
../data/raw/16277.jsonl.gz,0,0
../data/raw/16278.jsonl.gz,0,0
../data/raw/16279.jsonl.gz,1,27
../data/raw/1628.jsonl.gz,13,3
../data/raw/16280.jsonl.gz,1,52
../data/raw/16281.jsonl.gz,1,15
../data/raw/16282.jsonl.gz,1,0
../data/raw/16283.jsonl.gz,9,244
../data/raw/16284.jsonl.gz,22,810
../data/raw/16285.jsonl.gz,13,519
../data/raw/16286.jsonl.gz,16,904
../data/raw/16287.jsonl.gz,15,554
../data/raw/16288.jsonl.gz,12,392
../data/raw/16289.jsonl.gz,0,0
../data/raw/1629.jsonl.gz,12,0
../data/raw/16290.jsonl.gz,1,28
../data/raw/16291.jsonl.gz,0,0
../data/raw/16292.jsonl.gz,1,12
../data/raw/16293.jsonl.gz,3,172
../data/raw/16294.jsonl.gz,17,702
../data/raw/16295.jsonl.gz,14,1255
../data/raw/16296.jsonl.gz,1,10
../data/raw/16297.jsonl.gz,17,1119
../data/raw/16298.jsonl.gz,5,70
../data/raw/16299.jsonl.gz,10,380
../data/raw/163.jsonl.gz,0,0
../data/raw/1630.jsonl.gz,8,0
../data/raw/16300.jsonl.gz,34,1494
../data/raw/16301.jsonl.gz,1,19
../data/raw/16302.jsonl.gz,59,2377
../data/raw/16303.jsonl.gz,28,1719
../data/raw/16304.jsonl.gz,25,1284
../data/raw/16305.jsonl.gz,5,166
../data/raw/16306.jsonl.gz,39,1513
../data/raw/16307.jsonl.gz,0,0
../data/raw/16308.jsonl.gz,4,64
../data/raw/16309.jsonl.gz,6,250
../data/raw/1631.jsonl.gz,0,0
../data/raw/16310.jsonl.gz,1,33
../data/raw/16311.jsonl.gz,11,493
../data/raw/16312.jsonl.gz,0,0
../data/raw/16313.jsonl.gz,15,898
../data/raw/16314.jsonl.gz,2,60
../data/raw/16315.jsonl.gz,23,1062
../data/raw/16316.jsonl.gz,17,603
../data/raw/16317.jsonl.gz,2,86
../data/raw/16318.jsonl.gz,10,365
../data/raw/16319.jsonl.gz,0,0
../data/raw/1632.jsonl.gz,3,0
../data/raw/16320.jsonl.gz,0,0
../data/raw/16321.jsonl.gz,18,633
../data/raw/16322.jsonl.gz,1,6
../data/raw/16323.jsonl.gz,0,0
../data/raw/16324.jsonl.gz,4,172
../data/raw/16325.jsonl.gz,14,686
../data/raw/16326.jsonl.gz,25,852
../data/raw/16327.jsonl.gz,3,67
../data/raw/16328.jsonl.gz,1,20
../data/raw/16329.jsonl.gz,0,0
../data/raw/1633.jsonl.gz,6,0
../data/raw/16330.jsonl.gz,1,24
../data/raw/16331.jsonl.gz,13,495
../data/raw/16332.jsonl.gz,0,0
../data/raw/16333.jsonl.gz,1,18
../data/raw/16334.jsonl.gz,13,588
../data/raw/16335.jsonl.gz,0,0
../data/raw/16336.jsonl.gz,8,301
../data/raw/16337.jsonl.gz,13,770
../data/raw/16338.jsonl.gz,18,705
../data/raw/16339.jsonl.gz,6,199
../data/raw/1634.jsonl.gz,1,0
../data/raw/16340.jsonl.gz,9,233
../data/raw/16341.jsonl.gz,16,640
../data/raw/16342.jsonl.gz,1,35
../data/raw/16343.jsonl.gz,0,0
../data/raw/16344.jsonl.gz,2,38
../data/raw/16345.jsonl.gz,2,38
../data/raw/16346.jsonl.gz,0,0
../data/raw/16347.jsonl.gz,13,518
../data/raw/16348.jsonl.gz,11,1030
../data/raw/16349.jsonl.gz,37,2056
../data/raw/1635.jsonl.gz,8,16
../data/raw/16350.jsonl.gz,1,44
../data/raw/16351.jsonl.gz,6,391
../data/raw/16352.jsonl.gz,9,364
../data/raw/16353.jsonl.gz,26,727
../data/raw/16354.jsonl.gz,1,116
../data/raw/16355.jsonl.gz,7,114
../data/raw/16356.jsonl.gz,44,2600
../data/raw/16357.jsonl.gz,7,362
../data/raw/16358.jsonl.gz,34,1368
../data/raw/16359.jsonl.gz,13,523
../data/raw/1636.jsonl.gz,3,0
../data/raw/16360.jsonl.gz,0,0
../data/raw/16361.jsonl.gz,2,46
../data/raw/16362.jsonl.gz,2,77
../data/raw/16363.jsonl.gz,1,10
../data/raw/16364.jsonl.gz,10,441
../data/raw/16365.jsonl.gz,17,1357
../data/raw/16366.jsonl.gz,11,456
../data/raw/16367.jsonl.gz,10,365
../data/raw/16368.jsonl.gz,19,845
../data/raw/16369.jsonl.gz,1,27
../data/raw/1637.jsonl.gz,4,0
../data/raw/16370.jsonl.gz,6,220
../data/raw/16371.jsonl.gz,2,107
../data/raw/16372.jsonl.gz,14,1059
../data/raw/16373.jsonl.gz,4,52
../data/raw/16374.jsonl.gz,2,14
../data/raw/16375.jsonl.gz,13,1734
../data/raw/16376.jsonl.gz,24,996
../data/raw/16377.jsonl.gz,1,54
../data/raw/16378.jsonl.gz,0,0
../data/raw/16379.jsonl.gz,10,378
../data/raw/1638.jsonl.gz,1,0
../data/raw/16380.jsonl.gz,6,95
../data/raw/16381.jsonl.gz,16,605
../data/raw/16382.jsonl.gz,21,837
../data/raw/16383.jsonl.gz,10,356
../data/raw/16384.jsonl.gz,0,0
../data/raw/16385.jsonl.gz,9,430
../data/raw/16386.jsonl.gz,14,466
../data/raw/16387.jsonl.gz,13,652
../data/raw/16388.jsonl.gz,26,1352
../data/raw/16389.jsonl.gz,28,1456
../data/raw/1639.jsonl.gz,1,0
../data/raw/16390.jsonl.gz,2,61
../data/raw/16391.jsonl.gz,17,692
../data/raw/16392.jsonl.gz,36,1811
../data/raw/16393.jsonl.gz,4,135
../data/raw/16394.jsonl.gz,27,1250
../data/raw/16395.jsonl.gz,21,1296
../data/raw/16396.jsonl.gz,13,379
../data/raw/16397.jsonl.gz,14,594
../data/raw/16398.jsonl.gz,10,442
../data/raw/16399.jsonl.gz,8,346
../data/raw/164.jsonl.gz,0,0
../data/raw/1640.jsonl.gz,6,0
../data/raw/16400.jsonl.gz,6,105
../data/raw/16401.jsonl.gz,9,662
../data/raw/16402.jsonl.gz,20,1017
../data/raw/16403.jsonl.gz,12,589
../data/raw/16404.jsonl.gz,8,471
../data/raw/16405.jsonl.gz,4,92
../data/raw/16406.jsonl.gz,7,309
../data/raw/16407.jsonl.gz,19,917
../data/raw/16408.jsonl.gz,11,380
../data/raw/16409.jsonl.gz,22,1349
../data/raw/1641.jsonl.gz,4,0
../data/raw/16410.jsonl.gz,14,329
../data/raw/16411.jsonl.gz,19,722
../data/raw/16412.jsonl.gz,36,1980
../data/raw/16413.jsonl.gz,24,1191
../data/raw/16414.jsonl.gz,20,1638
../data/raw/16415.jsonl.gz,50,3075
../data/raw/16416.jsonl.gz,27,960
../data/raw/16417.jsonl.gz,24,681
../data/raw/16418.jsonl.gz,26,1292
../data/raw/16419.jsonl.gz,25,1374
../data/raw/1642.jsonl.gz,3,0
../data/raw/16420.jsonl.gz,5,95
../data/raw/16421.jsonl.gz,28,2868
../data/raw/16422.jsonl.gz,50,3594
../data/raw/16423.jsonl.gz,21,1100
../data/raw/16424.jsonl.gz,34,1505
../data/raw/16425.jsonl.gz,21,1062
../data/raw/16426.jsonl.gz,15,637
../data/raw/16427.jsonl.gz,3,109
../data/raw/16428.jsonl.gz,2,27
../data/raw/16429.jsonl.gz,1,40
../data/raw/1643.jsonl.gz,7,0
../data/raw/16430.jsonl.gz,3,92
../data/raw/16431.jsonl.gz,4,146
../data/raw/16432.jsonl.gz,20,1724
../data/raw/16433.jsonl.gz,31,3904
../data/raw/16434.jsonl.gz,1,11
../data/raw/16435.jsonl.gz,2,59
../data/raw/16436.jsonl.gz,5,116
../data/raw/16437.jsonl.gz,25,1614
../data/raw/16438.jsonl.gz,19,2988
../data/raw/16439.jsonl.gz,48,2325
../data/raw/1644.jsonl.gz,17,8
../data/raw/16440.jsonl.gz,29,1198
../data/raw/16441.jsonl.gz,5,116
../data/raw/16442.jsonl.gz,28,1077
../data/raw/16443.jsonl.gz,34,2036
../data/raw/16444.jsonl.gz,24,1149
../data/raw/16445.jsonl.gz,11,344
../data/raw/16446.jsonl.gz,3,50
../data/raw/16447.jsonl.gz,25,1090
../data/raw/16448.jsonl.gz,3,157
../data/raw/16449.jsonl.gz,16,374
../data/raw/1645.jsonl.gz,5,4
../data/raw/16450.jsonl.gz,14,394
../data/raw/16451.jsonl.gz,27,464
../data/raw/16452.jsonl.gz,45,1335
../data/raw/16453.jsonl.gz,17,963
../data/raw/16454.jsonl.gz,6,185
../data/raw/16455.jsonl.gz,7,229
../data/raw/16456.jsonl.gz,3,109
../data/raw/16457.jsonl.gz,0,0
../data/raw/16458.jsonl.gz,1,36
../data/raw/16459.jsonl.gz,1,0
../data/raw/1646.jsonl.gz,3,0
../data/raw/16460.jsonl.gz,27,2706
../data/raw/16461.jsonl.gz,9,371
../data/raw/16462.jsonl.gz,6,168
../data/raw/16463.jsonl.gz,25,1198
../data/raw/16464.jsonl.gz,1,16
../data/raw/16465.jsonl.gz,4,46
../data/raw/16466.jsonl.gz,29,984
../data/raw/16467.jsonl.gz,6,217
../data/raw/16468.jsonl.gz,17,828
../data/raw/16469.jsonl.gz,18,836
../data/raw/1647.jsonl.gz,2,0
../data/raw/16470.jsonl.gz,28,1073
../data/raw/16471.jsonl.gz,16,574
../data/raw/16472.jsonl.gz,18,864
../data/raw/16473.jsonl.gz,17,679
../data/raw/16474.jsonl.gz,42,2374
../data/raw/16475.jsonl.gz,4,181
../data/raw/16476.jsonl.gz,46,2490
../data/raw/16477.jsonl.gz,45,2964
../data/raw/16478.jsonl.gz,79,4727
../data/raw/16479.jsonl.gz,18,436
../data/raw/1648.jsonl.gz,4,0
../data/raw/16480.jsonl.gz,12,437
../data/raw/16481.jsonl.gz,76,3617
../data/raw/16482.jsonl.gz,11,302
../data/raw/16483.jsonl.gz,0,0
../data/raw/16484.jsonl.gz,15,854
../data/raw/16485.jsonl.gz,13,991
../data/raw/16486.jsonl.gz,0,0
../data/raw/16487.jsonl.gz,2,34
../data/raw/16488.jsonl.gz,12,690
../data/raw/16489.jsonl.gz,3,88
../data/raw/1649.jsonl.gz,2,1
../data/raw/16490.jsonl.gz,8,396
../data/raw/16491.jsonl.gz,4,29
../data/raw/16492.jsonl.gz,2,166
../data/raw/16493.jsonl.gz,17,1064
../data/raw/16494.jsonl.gz,25,1097
../data/raw/16495.jsonl.gz,23,1146
../data/raw/16496.jsonl.gz,47,2758
../data/raw/16497.jsonl.gz,23,832
../data/raw/16498.jsonl.gz,29,1126
../data/raw/16499.jsonl.gz,1,12
../data/raw/165.jsonl.gz,0,0
../data/raw/1650.jsonl.gz,2,1
../data/raw/16500.jsonl.gz,2,23
../data/raw/16501.jsonl.gz,0,0
../data/raw/16502.jsonl.gz,2,18
../data/raw/16503.jsonl.gz,3,52
../data/raw/16504.jsonl.gz,1,5
../data/raw/16505.jsonl.gz,2,84
../data/raw/16506.jsonl.gz,3,62
../data/raw/16507.jsonl.gz,4,730
../data/raw/16508.jsonl.gz,13,610
../data/raw/16509.jsonl.gz,5,329
../data/raw/1651.jsonl.gz,3,0
../data/raw/16510.jsonl.gz,17,874
../data/raw/16511.jsonl.gz,16,698
../data/raw/16512.jsonl.gz,1,3
../data/raw/16513.jsonl.gz,5,119
../data/raw/16514.jsonl.gz,5,62
../data/raw/16515.jsonl.gz,37,1512
../data/raw/16516.jsonl.gz,56,2922
../data/raw/16517.jsonl.gz,70,3847
../data/raw/16518.jsonl.gz,29,1130
../data/raw/16519.jsonl.gz,4,132
../data/raw/1652.jsonl.gz,18,2
../data/raw/16520.jsonl.gz,7,257
../data/raw/16521.jsonl.gz,33,1184
../data/raw/16522.jsonl.gz,16,547
../data/raw/16523.jsonl.gz,24,1111
../data/raw/16524.jsonl.gz,5,54
../data/raw/16525.jsonl.gz,1,0
../data/raw/16526.jsonl.gz,2,57
../data/raw/16527.jsonl.gz,7,266
../data/raw/16528.jsonl.gz,5,173
../data/raw/16529.jsonl.gz,22,1611
../data/raw/1653.jsonl.gz,10,1
../data/raw/16530.jsonl.gz,20,888
../data/raw/16531.jsonl.gz,25,1081
../data/raw/16532.jsonl.gz,29,2326
../data/raw/16533.jsonl.gz,23,742
../data/raw/16534.jsonl.gz,23,1106
../data/raw/16535.jsonl.gz,31,2406
../data/raw/16536.jsonl.gz,22,2071
../data/raw/16537.jsonl.gz,37,1307
../data/raw/16538.jsonl.gz,33,4000
../data/raw/16539.jsonl.gz,52,3606
../data/raw/1654.jsonl.gz,14,4
../data/raw/16540.jsonl.gz,12,698
../data/raw/16541.jsonl.gz,19,1058
../data/raw/16542.jsonl.gz,32,1398
../data/raw/16543.jsonl.gz,16,784
../data/raw/16544.jsonl.gz,6,274
../data/raw/16545.jsonl.gz,5,483
../data/raw/16546.jsonl.gz,4,191
../data/raw/16547.jsonl.gz,4,98
../data/raw/16548.jsonl.gz,3,81
../data/raw/16549.jsonl.gz,5,79
../data/raw/1655.jsonl.gz,8,1
../data/raw/16550.jsonl.gz,23,749
../data/raw/16551.jsonl.gz,10,331
../data/raw/16552.jsonl.gz,38,1643
../data/raw/16553.jsonl.gz,22,934
../data/raw/16554.jsonl.gz,29,1376
../data/raw/16555.jsonl.gz,32,1685
../data/raw/16556.jsonl.gz,27,1402
../data/raw/16557.jsonl.gz,16,873
../data/raw/16558.jsonl.gz,51,1912
../data/raw/16559.jsonl.gz,57,3121
../data/raw/1656.jsonl.gz,9,0
../data/raw/16560.jsonl.gz,31,1683
../data/raw/16561.jsonl.gz,27,1544
../data/raw/16562.jsonl.gz,7,292
../data/raw/16563.jsonl.gz,6,123
../data/raw/16564.jsonl.gz,15,597
../data/raw/16565.jsonl.gz,5,321
../data/raw/16566.jsonl.gz,8,195
../data/raw/16567.jsonl.gz,18,1696
../data/raw/16568.jsonl.gz,15,764
../data/raw/16569.jsonl.gz,7,274
../data/raw/1657.jsonl.gz,17,2
../data/raw/16570.jsonl.gz,13,592
../data/raw/16571.jsonl.gz,10,458
../data/raw/16572.jsonl.gz,15,778
../data/raw/16573.jsonl.gz,16,742
../data/raw/16574.jsonl.gz,33,2141
../data/raw/16575.jsonl.gz,16,1321
../data/raw/16576.jsonl.gz,53,2797
../data/raw/16577.jsonl.gz,19,828
../data/raw/16578.jsonl.gz,0,0
../data/raw/16579.jsonl.gz,2,21
../data/raw/1658.jsonl.gz,7,0
../data/raw/16580.jsonl.gz,2,86
../data/raw/16581.jsonl.gz,12,387
../data/raw/16582.jsonl.gz,20,1366
../data/raw/16583.jsonl.gz,26,1612
../data/raw/16584.jsonl.gz,13,581
../data/raw/16585.jsonl.gz,27,1766
../data/raw/16586.jsonl.gz,33,1500
../data/raw/16587.jsonl.gz,49,1752
../data/raw/16588.jsonl.gz,42,1540
../data/raw/16589.jsonl.gz,33,1594
../data/raw/1659.jsonl.gz,19,2
../data/raw/16590.jsonl.gz,15,781
../data/raw/16591.jsonl.gz,29,1568
../data/raw/16592.jsonl.gz,17,1296
../data/raw/16593.jsonl.gz,20,1228
../data/raw/16594.jsonl.gz,1,14
../data/raw/16595.jsonl.gz,16,798
../data/raw/16596.jsonl.gz,14,472
../data/raw/16597.jsonl.gz,18,611
../data/raw/16598.jsonl.gz,6,554
../data/raw/16599.jsonl.gz,24,1092
../data/raw/166.jsonl.gz,0,0
../data/raw/1660.jsonl.gz,9,0
../data/raw/16600.jsonl.gz,14,1345
../data/raw/16601.jsonl.gz,3,90
../data/raw/16602.jsonl.gz,4,70
../data/raw/16603.jsonl.gz,10,680
../data/raw/16604.jsonl.gz,10,375
../data/raw/16605.jsonl.gz,13,711
../data/raw/16606.jsonl.gz,18,1148
../data/raw/16607.jsonl.gz,24,1102
../data/raw/16608.jsonl.gz,19,1119
../data/raw/16609.jsonl.gz,22,1028
../data/raw/1661.jsonl.gz,14,4
../data/raw/16610.jsonl.gz,5,301
../data/raw/16611.jsonl.gz,19,1248
../data/raw/16612.jsonl.gz,32,1812
../data/raw/16613.jsonl.gz,16,729
../data/raw/16614.jsonl.gz,19,514
../data/raw/16615.jsonl.gz,57,2408
../data/raw/16616.jsonl.gz,19,944
../data/raw/16617.jsonl.gz,11,242
../data/raw/16618.jsonl.gz,20,1345
../data/raw/16619.jsonl.gz,6,30
../data/raw/1662.jsonl.gz,15,2
../data/raw/16620.jsonl.gz,17,883
../data/raw/16621.jsonl.gz,21,909
../data/raw/16622.jsonl.gz,30,1731
../data/raw/16623.jsonl.gz,5,291
../data/raw/16624.jsonl.gz,1,13
../data/raw/16625.jsonl.gz,1,101
../data/raw/16626.jsonl.gz,8,317
../data/raw/16627.jsonl.gz,20,977
../data/raw/16628.jsonl.gz,13,690
../data/raw/16629.jsonl.gz,4,88
../data/raw/1663.jsonl.gz,20,6
../data/raw/16630.jsonl.gz,12,882
../data/raw/16631.jsonl.gz,26,978
../data/raw/16632.jsonl.gz,14,854
../data/raw/16633.jsonl.gz,30,1291
../data/raw/16634.jsonl.gz,19,505
../data/raw/16635.jsonl.gz,24,856
../data/raw/16636.jsonl.gz,46,1481
../data/raw/16637.jsonl.gz,57,2381
../data/raw/16638.jsonl.gz,30,897
../data/raw/16639.jsonl.gz,19,1054
../data/raw/1664.jsonl.gz,21,0
../data/raw/16640.jsonl.gz,16,707
../data/raw/16641.jsonl.gz,37,2422
../data/raw/16642.jsonl.gz,33,1946
../data/raw/16643.jsonl.gz,0,0
../data/raw/16644.jsonl.gz,7,122
